record_id,event_id,editions,year,area,kind,parent_id,source_id,title,authors,answer,content_status,content_format,solution_status,solution_reference_record_id,has_question,has_solution,has_hints,asset_count,question_chars,solution_chars,source_url,raw_path,markdown_path
ccbc3:round32-04,ccbc3,CCBC 3,2010,32强,puzzle,,round32-04,加与减,,Montevideo,available,text,answer_only,,True,False,False,0,50,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-04.md
ccbc3:round32-05,ccbc3,CCBC 3,2010,32强,puzzle,,round32-05,日月星,,SambaHeggae,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-05.md
ccbc3:round32-06,ccbc3,CCBC 3,2010,32强,puzzle,,round32-06,讲到一半没电了,,Bratislava,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-06.md
ccbc3:round32-07,ccbc3,CCBC 3,2010,32强,puzzle,,round32-07,符号大集合,,Honduras,available,text,answer_only,,True,False,False,0,23,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-07.md
ccbc3:round32-08,ccbc3,CCBC 3,2010,32强,puzzle,,round32-08,痣,,stick,available,text,answer_only,,True,False,False,0,22,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-08.md
ccbc3:round32-09,ccbc3,CCBC 3,2010,32强,puzzle,,round32-09,32强题 9,,Wellington,missing_official,missing,answer_only,,False,False,False,0,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-09.md
ccbc3:round32-10,ccbc3,CCBC 3,2010,32强,puzzle,,round32-10,32强题 10,,Oktoberfest,missing_official,missing,answer_only,,False,False,False,0,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-10.md
ccbc3:round32-11,ccbc3,CCBC 3,2010,32强,puzzle,,round32-11,32强题 11,,Tulipa,missing_official,missing,answer_only,,False,False,False,0,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-11.md
ccbc3:round32-12,ccbc3,CCBC 3,2010,32强,puzzle,,round32-12,32强题 12,,Athena,missing_official,missing,answer_only,,False,False,False,0,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-12.md
ccbc3:round32-13,ccbc3,CCBC 3,2010,32强,puzzle,,round32-13,32强题 13,,collier,missing_official,missing,answer_only,,False,False,False,0,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-13.md
ccbc3:round32-14,ccbc3,CCBC 3,2010,32强,puzzle,,round32-14,32强题 14,,Laurent Gbagbo,missing_official,missing,answer_only,,False,False,False,0,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-14.md
ccbc3:round32-15,ccbc3,CCBC 3,2010,32强,puzzle,,round32-15,32强题 15,,Leonardo da Vinci,missing_official,missing,answer_only,,False,False,False,0,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-15.md
ccbc3:round32-16,ccbc3,CCBC 3,2010,32强,puzzle,,round32-16,32强题 16,,kangaroo,missing_official,missing,answer_only,,False,False,False,0,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-16.md
ccbc3:round32-17,ccbc3,CCBC 3,2010,32强,puzzle,,round32-17,残局,,Mexico,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-17.md
ccbc3:round32-18,ccbc3,CCBC 3,2010,32强,puzzle,,round32-18,熟识,,Xabi Alonso,available,text,answer_only,,True,False,False,0,89,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-18.md
ccbc3:round32-19,ccbc3,CCBC 3,2010,32强,puzzle,,round32-19,爆炸头的欧姆先生,,Rui costa,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-19.md
ccbc3:round32-20,ccbc3,CCBC 3,2010,32强,puzzle,,round32-20,七色海宝,,Chilavert,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-20.md
ccbc3:round32-21,ccbc3,CCBC 3,2010,32强,puzzle,,round32-21,岛语,,Nigeria,available,text,answer_only,,True,False,False,0,4,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-21.md
ccbc3:round32-22,ccbc3,CCBC 3,2010,32强,puzzle,,round32-22,旋转,,Algeria,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-22.md
ccbc3:round32-23,ccbc3,CCBC 3,2010,32强,puzzle,,round32-23,折线,,Andersen,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-23.md
ccbc3:round32-24,ccbc3,CCBC 3,2010,32强,puzzle,,round32-24,新文字,,Barack Hussein Obama,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-24.md
ccbc3:round32-25,ccbc3,CCBC 3,2010,32强,puzzle,,round32-25,中间,,Elimina Castle,available,text,answer_only,,True,False,False,0,37,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-25.md
ccbc3:round32-26,ccbc3,CCBC 3,2010,32强,puzzle,,round32-26,熟悉又陌生的字母,,intelligence,available,text,answer_only,,True,False,False,0,38,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-26.md
ccbc3:round32-27,ccbc3,CCBC 3,2010,32强,puzzle,,round32-27,明显,,Jugoslavia,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-27.md
ccbc3:round32-28,ccbc3,CCBC 3,2010,32强,puzzle,,round32-28,似曾相识,,La Tour Eiffel,available,text,answer_only,,True,False,False,0,26,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-28.md
ccbc3:round32-29,ccbc3,CCBC 3,2010,32强,puzzle,,round32-29,不解释,,Mandela,available,text,answer_only,,True,False,False,0,42,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-29.md
ccbc3:round32-30,ccbc3,CCBC 3,2010,32强,puzzle,,round32-30,好地方,,Maradona,available,text,answer_only,,True,False,False,0,40,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-30.md
ccbc3:round32-31,ccbc3,CCBC 3,2010,32强,puzzle,,round32-31,华丽的字母,,Red Cross,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-31.md
ccbc3:round32-32,ccbc3,CCBC 3,2010,32强,puzzle,,round32-32,静止,,sakura,available,media_or_markup,answer_only,,True,False,False,1,0,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round32-32.md
ccbc3:round8-1,ccbc3,CCBC 3,2010,8强,puzzle,,round8-1,8强题 1,,,available,media_or_markup,missing_official,,True,False,False,1,0,0,https://tieba.baidu.com/p/854239358?see_lz=1,data/raw/ccbc-history/tieba/854239358/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round8-1.md
ccbc3:round8-2,ccbc3,CCBC 3,2010,8强,puzzle,,round8-2,8强题 2,,,available,media_or_markup,missing_official,,True,False,False,1,0,0,https://tieba.baidu.com/p/854239358?see_lz=1,data/raw/ccbc-history/tieba/854239358/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round8-2.md
ccbc3:round8-3,ccbc3,CCBC 3,2010,8强,puzzle,,round8-3,8强题 3,,,available,media_or_markup,missing_official,,True,False,False,1,0,0,https://tieba.baidu.com/p/854239358?see_lz=1,data/raw/ccbc-history/tieba/854239358/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round8-3.md
ccbc3:round8-4,ccbc3,CCBC 3,2010,8强,puzzle,,round8-4,8强题 4,,,available,media_or_markup,missing_official,,True,False,False,1,0,0,https://tieba.baidu.com/p/854239358?see_lz=1,data/raw/ccbc-history/tieba/854239358/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round8-4.md
ccbc3:round8-5,ccbc3,CCBC 3,2010,8强,puzzle,,round8-5,8强题 5,,,available,media_or_markup,missing_official,,True,False,False,1,0,0,https://tieba.baidu.com/p/854239358?see_lz=1,data/raw/ccbc-history/tieba/854239358/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round8-5.md
ccbc3:round8-6,ccbc3,CCBC 3,2010,8强,puzzle,,round8-6,8强题 6,,,available,media_or_markup,missing_official,,True,False,False,1,0,0,https://tieba.baidu.com/p/854239358?see_lz=1,data/raw/ccbc-history/tieba/854239358/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round8-6.md
ccbc3:round8-7,ccbc3,CCBC 3,2010,8强,puzzle,,round8-7,8强题 7,,,available,media_or_markup,missing_official,,True,False,False,1,0,0,https://tieba.baidu.com/p/854239358?see_lz=1,data/raw/ccbc-history/tieba/854239358/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round8-7.md
ccbc3:round8-8,ccbc3,CCBC 3,2010,8强,puzzle,,round8-8,8强题 8,,,available,media_or_markup,missing_official,,True,False,False,1,0,0,https://tieba.baidu.com/p/854239358?see_lz=1,data/raw/ccbc-history/tieba/854239358/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_round8-8.md
ccbc3:final-meta,ccbc3,CCBC 3,2010,Final Meta,final_meta,,final-meta,CCBC 3 Final Meta,,,incomplete_official,media_or_markup,missing_official,,True,False,False,1,429,0,https://tieba.baidu.com/p/853440395?see_lz=1,data/raw/ccbc-history/tieba/853440395/all/page-1.pb,data/processed/markdown/ccbc3/ccbc3_final-meta.md
ccbc4:act1-meta,ccbc4,CCBC 4,2011,第一幕,meta,,act1-meta,第一幕 Meta,,TOPSPIRE,missing_official,missing,available_without_question,,False,True,False,0,0,62,https://tieba.baidu.com/p/1183192809?see_lz=1,data/raw/ccbc-history/tieba/1183192809/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-meta.md
ccbc4:act1-room-01,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-01,第一幕・房间 1,,,available,text,missing_official,,True,False,False,0,617,0,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-01.md
ccbc4:act1-room-02,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-02,第一幕・房间 2,,,available,text,missing_official,,True,False,False,1,44,0,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-02.md
ccbc4:act1-room-03,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-03,第一幕・房间 3,,,missing_official,missing,missing_official,,False,False,False,0,0,0,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-03.md
ccbc4:act1-room-04,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-04,第一幕・房间 4,,,missing_official,missing,missing_official,,False,False,False,0,0,0,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-04.md
ccbc4:act1-room-05,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-05,第一幕・房间 5,,,missing_official,missing,missing_official,,False,False,False,0,0,0,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-05.md
ccbc4:act1-room-06,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-06,第一幕・房间 6,,,missing_official,missing,missing_official,,False,False,False,0,0,0,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-06.md
ccbc4:act1-room-07,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-07,第一幕・房间 7,,,available,text,missing_official,,True,False,False,1,30,0,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-07.md
ccbc4:act1-room-08,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-08,第一幕・房间 8,,,available,text,missing_official,,True,False,False,0,104,0,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-08.md
ccbc4:act1-room-09,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-09,第一幕・房间 9,,gemini,missing_official,missing,available_without_question,,False,True,False,0,0,45,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-09.md
ccbc4:act1-room-10,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-10,第一幕・房间 10,,pyrrhic,missing_official,missing,available_without_question,,False,True,False,0,0,25,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-10.md
ccbc4:act1-room-11,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-11,第一幕・房间 11,,rainier,missing_official,missing,available_without_question,,False,True,False,0,0,40,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-11.md
ccbc4:act1-room-12,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-12,第一幕・房间 12,,scholarship,missing_official,missing,available_without_question,,False,True,False,0,0,46,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-12.md
ccbc4:act1-room-13,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-13,第一幕・房间 13,,scripture,missing_official,missing,available_without_question,,False,True,False,1,0,34,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-13.md
ccbc4:act1-room-14,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-14,第一幕・房间 14,,uncopyrightable,missing_official,missing,available_without_question,,False,True,False,0,0,45,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-14.md
ccbc4:act1-room-15,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-15,第一幕・房间 15,,talisman,missing_official,missing,available_without_question,,False,True,False,0,0,23,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-15.md
ccbc4:act1-room-16,ccbc4,CCBC 4,2011,第一幕,puzzle,,act1-room-16,第一幕・房间 16,,trilogy,missing_official,missing,available_without_question,,False,True,False,0,0,47,https://tieba.baidu.com/p/1165694441?see_lz=1,data/raw/ccbc-history/tieba/1165694441/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act1-room-16.md
ccbc4:act2-upper-room-1,ccbc4,CCBC 4,2011,第二幕（上）,puzzle,,act2-upper-room-1,第二幕（上）・房间 1,,,available,media_or_markup,missing_official,,True,False,False,1,82,0,https://tieba.baidu.com/p/1173852788?see_lz=1,data/raw/ccbc-history/tieba/1173852788/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-upper-room-1.md
ccbc4:act2-upper-room-2,ccbc4,CCBC 4,2011,第二幕（上）,puzzle,,act2-upper-room-2,第二幕（上）・房间 2,,,available,media_or_markup,missing_official,,True,False,False,1,48,0,https://tieba.baidu.com/p/1173852788?see_lz=1,data/raw/ccbc-history/tieba/1173852788/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-upper-room-2.md
ccbc4:act2-upper-room-3,ccbc4,CCBC 4,2011,第二幕（上）,puzzle,,act2-upper-room-3,第二幕（上）・房间 3,,,available,media_or_markup,missing_official,,True,False,False,1,55,0,https://tieba.baidu.com/p/1173852788?see_lz=1,data/raw/ccbc-history/tieba/1173852788/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-upper-room-3.md
ccbc4:act2-upper-room-4,ccbc4,CCBC 4,2011,第二幕（上）,puzzle,,act2-upper-room-4,第二幕（上）・房间 4,,,available,media_or_markup,missing_official,,True,False,False,1,44,0,https://tieba.baidu.com/p/1173852788?see_lz=1,data/raw/ccbc-history/tieba/1173852788/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-upper-room-4.md
ccbc4:act2-upper-room-5,ccbc4,CCBC 4,2011,第二幕（上）,puzzle,,act2-upper-room-5,第二幕（上）・房间 5,,,available,media_or_markup,missing_official,,True,False,False,1,43,0,https://tieba.baidu.com/p/1173852788?see_lz=1,data/raw/ccbc-history/tieba/1173852788/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-upper-room-5.md
ccbc4:act2-upper-room-6,ccbc4,CCBC 4,2011,第二幕（上）,puzzle,,act2-upper-room-6,第二幕（上）・房间 6,,,available,media_or_markup,missing_official,,True,False,False,1,148,0,https://tieba.baidu.com/p/1173852788?see_lz=1,data/raw/ccbc-history/tieba/1173852788/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-upper-room-6.md
ccbc4:act2-upper-room-7,ccbc4,CCBC 4,2011,第二幕（上）,puzzle,,act2-upper-room-7,第二幕（上）・房间 7,,,available,media_or_markup,missing_official,,True,False,False,1,81,0,https://tieba.baidu.com/p/1173852788?see_lz=1,data/raw/ccbc-history/tieba/1173852788/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-upper-room-7.md
ccbc4:act2-lower-room-1,ccbc4,CCBC 4,2011,第二幕（下）,puzzle,,act2-lower-room-1,第二幕（下）・房间 1,,,available,media_or_markup,missing_official,,True,False,False,1,104,0,https://tieba.baidu.com/p/1181018380?see_lz=1,data/raw/ccbc-history/tieba/1181018380/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-lower-room-1.md
ccbc4:act2-lower-room-2,ccbc4,CCBC 4,2011,第二幕（下）,puzzle,,act2-lower-room-2,第二幕（下）・房间 2,,,available,media_or_markup,missing_official,,True,False,False,1,53,0,https://tieba.baidu.com/p/1181018380?see_lz=1,data/raw/ccbc-history/tieba/1181018380/all/page-1.pb,data/processed/markdown/ccbc4/ccbc4_act2-lower-room-2.md
